Kend,year,month,day,hour,localHour,dayTime,NMRI,,,,
,21,10,26,7,0,298.00,0.370373556,,,,
,21,10,26,8,1,298.04,0.650337026,,,,
,21,10,26,9,2,298.08,0.321392882,,,,
,21,10,26,10,3,298.13,0.720115484,,,,
,21,10,26,11,4,298.17,0.707570705,,,,
,21,10,26,12,5,298.21,0.279572826,,,,
,21,10,26,13,6,298.25,0.737622555,,,,
,21,10,26,14,7,298.29,0.526945557,,,,
,21,10,26,15,8,298.33,0.465557978,,,,
,21,10,26,16,9,298.38,0.439267028,,,,
,21,10,26,17,10,298.42,0.361434716,,,,
,21,10,26,18,11,298.46,0.414246995,,,,
,21,10,26,19,12,298.50,0.523293071,,,,
,21,10,26,20,13,298.54,0.506032878,,,,
,21,10,26,21,14,298.58,0.67661737,,,,
,21,10,26,22,15,298.63,0.529117959,,,,
,21,10,26,23,16,298.67,0.592542423,,,,
,21,10,26,0,17,298.71,0.627193613,,,,
,21,10,26,1,18,298.75,0.675182065,,,,
,21,10,26,2,19,298.79,0.600469597,,,,
,21,10,26,3,20,298.83,0.453679001,,,,
,21,10,26,4,21,298.88,0.48643884,,,,
,21,10,26,5,22,298.92,0.454499175,,,,
,21,10,26,6,23,298.96,0.48701037,,,,
